Course Name,Difficulty Level,Course URL
Internet of Things: Setting Up Your DragonBoard� Development Platform,Advanced,https://www.coursera.org/learn/internet-of-things-dragonboard
Music's Big Bang: The Genesis of Rock 'n' Roll,Intermediate,https://www.coursera.org/learn/rock-and-roll-music
Cloud Computing Fundamentals on Alibaba Cloud,Beginner,https://www.coursera.org/learn/alibaba-cloud-computing
Finance for Everyone: Markets,Intermediate,https://www.coursera.org/learn/finance-markets
RStudio for Six Sigma - Basic Descriptive Statistics,Beginner,https://www.coursera.org/learn/rstudio-six-sigma-basic-statistics
"Managing, Describing, and Analyzing Data",Intermediate,https://www.coursera.org/learn/managing-describing-analyzing-data
Physics of silicon solar cells,Intermediate,https://www.coursera.org/learn/physics-silicon-solar-cells
Traditional herbal medicine in supportive cancer care: From alternative to integrative,Intermediate,https://www.coursera.org/learn/cancer-medicine-alternative-herbal-asia
Outbreaks and Epidemics,Intermediate,https://www.coursera.org/learn/outbreaks-epidemics
Java Primitive Types to Calculate Expenses,Beginner,https://www.coursera.org/learn/java-primitive-types-to-calculate-expenses
Machine Learning Feature Selection in Python,Beginner,https://www.coursera.org/learn/machine-learning-feature-selection-in-python
IT Security: Defense against the digital dark arts,Beginner,https://www.coursera.org/learn/it-security
Applications of Everyday Leadership,Beginner,https://www.coursera.org/learn/everyday-leadership-application
Introduction to Data Analytics for Business,Advanced,https://www.coursera.org/learn/data-analytics-business
Intellectual Humility: Practice,Beginner,https://www.coursera.org/learn/intellectual-humility-practice
LGBTQ Pride: From Origins to Evolution Teach-Out,Beginner,https://www.coursera.org/learn/lgbtq-pride
Using Google Forms for Student Success,Beginner,https://www.coursera.org/learn/google-forms-student-success
Educating Deaf Children: Becoming an Empowered Teacher,Intermediate,https://www.coursera.org/learn/educating-deaf-children
Metaliteracy: Empowering Yourself in a Connected World,Beginner,https://www.coursera.org/learn/metaliteracy
"Bats, Ducks, and Pandemics: An Introduction to One Health Policy",Beginner,https://www.coursera.org/learn/onehealth
Blockchain Basics,Beginner,https://www.coursera.org/learn/blockchain-basics
Introduction and Programming with IoT Boards,Beginner,https://www.coursera.org/learn/introduction-iot-boards
Roman Art and Archaeology,Beginner,https://www.coursera.org/learn/roman-art-archaeology
Commercialization of innovation activity results,Advanced,https://www.coursera.org/learn/commercialization-of-innovation-activity-results
Introduction to Structured Query Language (SQL),Intermediate,https://www.coursera.org/learn/intro-sql
Converter Control,Intermediate,https://www.coursera.org/learn/converter-control
"The Effect of Fires on People, Property and the Environment",Beginner,https://www.coursera.org/learn/fire-effect
Character Setup and Animation,Advanced,https://www.coursera.org/learn/character-setup-animation
Procurement & Sourcing Introduction,Beginner,https://www.coursera.org/learn/procurement-sourcing-introduction
International Business Capstone,Advanced,https://www.coursera.org/learn/international-business-capstone
BMC and Start-up Funding for Early-Stage Start-ups,Beginner,https://www.coursera.org/learn/bmc-and-start-up-funding-for-early-stage-start-ups
Six Sigma Principles,Beginner,https://www.coursera.org/learn/six-sigma-principles
Explore stock prices with Spark SQL,Beginner,https://www.coursera.org/learn/data-exploration-spark-sql
Design Thinking for the Greater Good: Innovation in the Social Sector,Beginner,https://www.coursera.org/learn/uva-darden-design-thinking-social-sector
Introduction to Artificial Intelligence (AI),Intermediate,https://www.coursera.org/learn/introduction-to-ai
Introduction to Artificial Intelligence (AI),Intermediate,https://www.coursera.org/learn/introduction-to-ai
Introduction to Artificial Intelligence (AI),Intermediate,https://www.coursera.org/learn/introduction-to-ai
"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",Intermediate,https://www.coursera.org/learn/self-determination-theory
Python for Data Science and AI,Intermediate,https://www.coursera.org/learn/python-for-applied-data-science-ai
Career Success Project,Beginner,https://www.coursera.org/learn/career-success-capstone
Increase Student Buy in with Google Slides,Beginner,https://www.coursera.org/learn/student-buy-in-google-slides
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",Advanced,https://www.coursera.org/learn/2-speed-it
Confronting The Big Questions: Highlights of Modern Astronomy,Intermediate,https://www.coursera.org/learn/astronomy
Introduction to Unit Testing in Jest - The Fundamentals,Beginner,https://www.coursera.org/learn/unit-testing-in-jest
Manipulating Data with SQL,Beginner,https://www.coursera.org/learn/manipulating-data-with-sql
"Dense Gases, Liquids and Solids",Intermediate,https://www.coursera.org/learn/dense-gases-liquids-solids
Automating Team Communication with Google Sheets and Apps Script,Beginner,https://www.coursera.org/learn/automating-team-commmunication-with-google-sheets-and-apps-script
"Performing Network, Path, and Text Analyses in SAS Visual Analytics",Advanced,https://www.coursera.org/learn/network-path-text-analyses-sas-va
Cybersecurity Compliance Framework & System Administration,Beginner,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration
Cybersecurity Compliance Framework & System Administration,Beginner,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration
Business Analytics Executive Overview,Beginner,https://www.coursera.org/learn/business-analytics-executive-overview
Exploring Beethoven's Piano Sonatas Part 5,Advanced,https://www.coursera.org/learn/exploring-beethoven-piano-sonatas-5
China�s Economic Transformation Part 1: Economic Reform and Growth in China,Beginner,https://www.coursera.org/learn/econtransform1
Relativism,Intermediate,https://www.coursera.org/learn/relativism
Cross-border road transport in EU law context,Advanced,https://www.coursera.org/learn/transport-eu-law
Programming Mobile Applications for Android Handheld Systems: Part 1,Intermediate,https://www.coursera.org/learn/android-programming
Understanding Prostate Cancer,Beginner,https://www.coursera.org/learn/prostate-cancer
Introduction to Financial Markets,Beginner,https://www.coursera.org/learn/financial-markets-intro
Introduction to Breast Cancer,Intermediate,https://www.coursera.org/learn/breast-cancer-causes-prevention
Foundations of International Psychiatry,Advanced,https://www.coursera.org/learn/international-psychiatry
Linear Regression with NumPy and Python,Beginner,https://www.coursera.org/learn/linear-regression-numpy-python
Applying Data Analytics in Marketing,Advanced,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing
Just Reading and Writing English 2,Advanced,https://www.coursera.org/learn/just-reading-and-writing-english-2
Gender and Sexuality: Diversity and Inclusion in the Workplace,Beginner,https://www.coursera.org/learn/gender-sexuality
Effective Communication in the Globalised Workplace - The Capstone,Advanced,https://www.coursera.org/learn/effective-communication-in-the-globalised-workplace
Google Cloud Product Fundamentals,Beginner,https://www.coursera.org/learn/google-cloud-product-fundamentals
AWS Fundamentals: Building Serverless Applications,Beginner,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications
Engineering Health: Introduction to Yoga and Physiology,Beginner,https://www.coursera.org/learn/engineering-health-yoga-physiology
IBM Customer Engagement Specialist Professional Certificate,Advanced,https://www.coursera.org/learn/ibm-customer-engagement-specialist
Time Value of Money,Intermediate,https://www.coursera.org/learn/time-value-of-money
Building Data Visualization Tools,Beginner,https://www.coursera.org/learn/r-data-visualization
"GIS Data Formats, Design and Quality",Advanced,https://www.coursera.org/learn/gis-data
Create Your First Automation Script Using Selenium and Java,Beginner,https://www.coursera.org/learn/create-automation-script-using-selenium-java
Verb Tenses and Passives,Intermediate,https://www.coursera.org/learn/verb-passives
Git for Developers Using Github,Beginner,https://www.coursera.org/learn/git-for-developers-using-github
Machine Learning: Regression,Beginner,https://www.coursera.org/learn/ml-regression
Capstone: Analyzing (Social) Network Data,Intermediate,https://www.coursera.org/learn/intermediate-programming-capstone
Schizophrenia,Beginner,https://www.coursera.org/learn/schizophrenia
Relationship Management,Beginner,https://www.coursera.org/learn/relationship-management
Tools for Data Science,Beginner,https://www.coursera.org/learn/open-source-tools-for-data-science
Business Russian Communication. Part 2,Advanced,https://www.coursera.org/learn/business-russian-communication-2
Digital Footprint,Intermediate,https://www.coursera.org/learn/digital-footprint
"Support Vector Machines in Python, From Start to Finish",Beginner,https://www.coursera.org/learn/support-vector-machines-in-python
Predicting House Prices with Regression using TensorFlow,Beginner,https://www.coursera.org/learn/tensorflow-beginner-predicting-house-prices-regression
Guitar Scales and Chord Progressions,Advanced,https://www.coursera.org/learn/guitar-scales-chord-progressions
"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",Beginner,https://www.coursera.org/learn/10k-women-6
How to Design a Space-Saving Table Using SketchUp,Beginner,https://www.coursera.org/learn/introduction-to-product-design
Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,Beginner,https://www.coursera.org/learn/soulbeliefs
Just Reading and Writing English 1,Intermediate,https://www.coursera.org/learn/just-reading-and-writing-english-1
Python and Statistics for Financial Analysis,Advanced,https://www.coursera.org/learn/python-statistics-financial-analysis
Build Your Portfolio Website with HTML and CSS,Beginner,https://www.coursera.org/learn/build-portfolio-website-html-css
GIS Data Acquisition and Map Design,Advanced,https://www.coursera.org/learn/gis-data-acquisition-map-design
Collaborative Robot Safety: Design & Deployment,Beginner,https://www.coursera.org/learn/collaborative-robot-safety
Foundations of Teaching for Learning: Planning for Teaching and Learning,Intermediate,https://www.coursera.org/learn/teaching-plan
Set up Google Analytics for a single page website,Beginner,https://www.coursera.org/learn/set-up-google-analytics-on-single-page-applications
Capstone:  Create Value from Open Data,Advanced,https://www.coursera.org/learn/strategic-business-analytics-capstone
Investment Risk Management,Beginner,https://www.coursera.org/learn/investment-risk-management
AI Workflow: AI in Production,Advanced,https://www.coursera.org/learn/ibm-ai-workflow-ai-production
Cryptography,Advanced,https://www.coursera.org/learn/cryptography
Quick resumeCreator with JavaScript,Advanced,https://www.coursera.org/learn/resume-creator-javascript
Particle Dynamics,Beginner,https://www.coursera.org/learn/particle-dynamics
Quantitative Formal Modeling and Worst-Case Performance Analysis,Advanced,https://www.coursera.org/learn/quantitative-formal-modeling-1
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Intermediate,https://www.coursera.org/learn/dynamics
Creating and Developing a Tech Startup,Advanced,https://www.coursera.org/learn/tech-startup
Writing and Editing: Drafting,Beginner,https://www.coursera.org/learn/writing-editing-drafting
Classics of Chinese Humanities: Guided Readings,Not Calibrated,https://www.coursera.org/learn/classics-chinese-humanities
Music Business Foundations,Beginner,https://www.coursera.org/learn/music-business-foundations
Introduction to Neuroeconomics: How the Brain Makes Decisions,Intermediate,https://www.coursera.org/learn/neuroeconomics
Instructional Methods in Health Professions Education,Advanced,https://www.coursera.org/learn/instructional-methods-education
Preparing for Graduate Study in the U.S.: A course for international students,Advanced,https://www.coursera.org/learn/graduate-study-usa
Presentation skills: Designing Presentation Slides,Advanced,https://www.coursera.org/learn/slides
Foundations of Teaching for Learning: Being a Professional,Intermediate,https://www.coursera.org/learn/professional-teacher
Applied Social Network Analysis in Python,Advanced,https://www.coursera.org/learn/python-social-network-analysis
Investment Strategies and Portfolio Analysis,Advanced,https://www.coursera.org/learn/investment-strategies-portfolio-analysis
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",Advanced,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-python
Discover Best Practice Farming for a Sustainable 2050,Beginner,https://www.coursera.org/learn/best-practice-farming-sustainable-2050
Qualitative Data Analysis with MAXQDA Software,Intermediate,https://www.coursera.org/learn/qualitative-data-analysis-with-maxqda-software
The Modern and the Postmodern (Part 2),Not Calibrated,https://www.coursera.org/learn/modern-postmodern-2
Global sustainability and corporate social responsibility: Be sustainable,Advanced,https://www.coursera.org/learn/global-sustainability-be-sustainable
A Voice of Their Own. Women's Spirituality in the Middle Ages.,Advanced,https://www.coursera.org/learn/womens-spirituality
AIDS: Fear and Hope,Beginner,https://www.coursera.org/learn/aids-fear-hope
Personal & Family Financial Planning,Beginner,https://www.coursera.org/learn/family-planning
Support Vector Machine Classification in Python,Beginner,https://www.coursera.org/learn/support-vector-machine-classification-python
Continuous Delivery & DevOps,Intermediate,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
Innovative Governance of Large Urban Systems,Beginner,https://www.coursera.org/learn/iglus
"International Travel Preparation, Safety, & Wellness",Beginner,https://www.coursera.org/learn/international-travel
Digitalization in International Relations,Intermediate,https://www.coursera.org/learn/digitalization-in-international-relations
Precalculus: Relations and Functions,Advanced,https://www.coursera.org/learn/precalculus-relations-functions
Understanding Terrorism and the Terrorist Threat,Intermediate,https://www.coursera.org/learn/understandingterror
Risk in Modern Society,Intermediate,https://www.coursera.org/learn/risk-in-modern-society
"The Modern World, Part Two: Global History since 1910",Beginner,https://www.coursera.org/learn/modern-world-2
Character Design for Video Games,Advanced,https://www.coursera.org/learn/game-character-design
The History of Modern Israel � Part I: From an Idea to a State,Intermediate,https://www.coursera.org/learn/history-israel
Introduction to Personal Branding,Beginner,https://www.coursera.org/learn/personal-branding
Hypothesis-Driven Development,Intermediate,https://www.coursera.org/learn/uva-darden-agile-testing
Sustainable Business Enterprises,Advanced,https://www.coursera.org/learn/sustainable-business-enterprises
Innovation for Entrepreneurs: From Idea to Marketplace,Beginner,https://www.coursera.org/learn/innovative-entrepreneur
3D Interactions and Navigation,Advanced,https://www.coursera.org/learn/3d-interactions-and-navigation
Project Management Project,Beginner,https://www.coursera.org/learn/project-management-capstone
Demand management: Breaking down today�s commercial silos,Intermediate,https://www.coursera.org/learn/demandmanagement
Global Health Policy,Intermediate,https://www.coursera.org/learn/global-health-policy
The 3D Printing Revolution,Beginner,https://www.coursera.org/learn/3d-printing-revolution
Kotlin for Java Developers,Beginner,https://www.coursera.org/learn/kotlin-for-java-developers
Advanced TestNG Framework and Integration with Selenium,Beginner,https://www.coursera.org/learn/Advanced-testng-framework-integration-with-selenium
Data Analytics for Lean Six Sigma,Advanced,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma
Introduction to Augmented Reality and ARCore,Beginner,https://www.coursera.org/learn/ar
Quantitative Methods,Intermediate,https://www.coursera.org/learn/quantitative-methods
Entrepreneurship,Advanced,https://www.coursera.org/learn/entrepreneurship
VLSI CAD Part I: Logic,Intermediate,https://www.coursera.org/learn/vlsi-cad-logic
Applying Data Structures to Manipulate Cleansed UN Data,Beginner,https://www.coursera.org/learn/applying-data-structures
What is Data Science?,Intermediate,https://www.coursera.org/learn/what-is-datascience
The Science of Gastronomy,Intermediate,https://www.coursera.org/learn/gastronomy
Business English: Meetings,Advanced,https://www.coursera.org/learn/business-english-meetings
Foundations of strategic business analytics,Advanced,https://www.coursera.org/learn/strategic-business-analytics
Speaking to Inspire: Ceremonial and Motivational Speeches,Advanced,https://www.coursera.org/learn/speak-to-inspire-ceremonial-motivational-speeches
Race and Cultural Diversity in American Life and History,Intermediate,https://www.coursera.org/learn/race-cultural-diversity-american-life
Becoming a Social Entrepreneur: Getting Started,Beginner,https://www.coursera.org/learn/social-entrepreneurship-getting-started
Writing a Personal Essay,Advanced,https://www.coursera.org/learn/personal-essay
"Curanderismo: Traditional Healing of the Mind, Energy & Spirit",Beginner,https://www.coursera.org/learn/curanderismo-traditional-healing
Unordered Data Structures,Advanced,https://www.coursera.org/learn/cs-fundamentals-3
Case studies in business analytics with ACCENTURE,Advanced,https://www.coursera.org/learn/case-studies-business-analytics-accenture
Graphing with ggplot2,Beginner,https://www.coursera.org/learn/graphing-with-ggplot2
Capstone Value Creation through Innovation,Advanced,https://www.coursera.org/learn/capstone-value-creation-innovation
Using Efficient Sorting Algorithms in Java to Arrange Tax Data,Beginner,https://www.coursera.org/learn/sorting-tax-data-using-efficient-sorting-algorithms-in-java
Introduction to Integrative Nursing,Beginner,https://www.coursera.org/learn/intergrative-nursing-introduction
Magnetics for Power Electronic Converters,Advanced,https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2
Ferrous Technology II,Beginner,https://www.coursera.org/learn/ferrous-technology-2
Motivational Enhancement Techniques: Working with Patients with Opioid & Substance Use Disorders or High Risk Use MAT Waiver Training Supplemental Course,Intermediate,https://www.coursera.org/learn/motivational-interview-for-opioids-mat-training-supplement
"Managing Responsibly: Practicing Sustainability, Responsibility and Ethics",Intermediate,https://www.coursera.org/learn/responsible-management
The Changing Landscape of Ancient Rome. Archaeology and History of the Palatine Hill,Beginner,https://www.coursera.org/learn/palatine-hill-archaeology-history
International migrations: a global issue,Beginner,https://www.coursera.org/learn/international-migrations
Mandarin Chinese 3: Chinese for Beginners,Intermediate,https://www.coursera.org/learn/mandarin-chinese-3
Blockchain for the decision maker,Advanced,https://www.coursera.org/learn/blockchain-decision-maker
Operating Systems and You: Becoming a Power User,Intermediate,https://www.coursera.org/learn/os-power-user
Implementing Hangman Game Using Basics of Python 3,Beginner,https://www.coursera.org/learn/implementing-hangman-game-using-basics-of-python-3
Introduction to JavaScript,Beginner,https://www.coursera.org/learn/introduction-javascript
Build a Data Science Web App with Streamlit and Python,Beginner,https://www.coursera.org/learn/data-science-streamlit-python
Testing and Debugging Python,Beginner,https://www.coursera.org/learn/testing-and-debugging-python
Games without Chance: Combinatorial Game Theory,Intermediate,https://www.coursera.org/learn/combinatorial-game-theory
Build a Database from a Relational Model,Beginner,https://www.coursera.org/learn/build-a-database-from-a-relational-model
Designing data-intensive applications,Beginner,https://www.coursera.org/learn/data-intensive-applications
Enhance Student Learning through Kahoot,Beginner,https://www.coursera.org/learn/education-kahoot
Market and Competition in Pricing Strategy,Advanced,https://www.coursera.org/learn/uva-darden-bcg-pricing-strategy-market-competition
Constitutional Reforms in Russia,Intermediate,https://www.coursera.org/learn/constitutional-reforms-in-russia
Managing Change when Moving to Google Cloud,Beginner,https://www.coursera.org/learn/managing-change-when-moving-to-google-cloud
Questionnaire Design for Social Surveys,Intermediate,https://www.coursera.org/learn/questionnaire-design
Branding and Customer Experience,Advanced,https://www.coursera.org/learn/branding-and-cx
Corporate Finance II: Financing Investments and Managing Risk,Advanced,https://www.coursera.org/learn/corporate-finance-two
Sharing Cities: Governance and Urban Sustainability,Intermediate,https://www.coursera.org/learn/sharing-cities
Think Again III: How to Reason Inductively,Intermediate,https://www.coursera.org/learn/inductive-reasoning
Introduction to People Analytics,Intermediate,https://www.coursera.org/learn/people-analytics
Building Web Applications in PHP,Beginner,https://www.coursera.org/learn/web-applications-php
Forecasting Skills: See the Future Before it Happens,Intermediate,https://www.coursera.org/learn/forecasting-skills
Foundations of Data Science: K-Means Clustering in Python,Intermediate,https://www.coursera.org/learn/data-science-k-means-clustering-python
Functional Programming Principles in Scala,Beginner,https://www.coursera.org/learn/progfun1
"The Sustainable Development Goals � A global, transdisciplinary vision for the future",Beginner,https://www.coursera.org/learn/global-sustainable-development
Investments II: Lessons and Applications for Investors,Intermediate,https://www.coursera.org/learn/investments-applications
Foundations of Diversity and Inclusion at Work TeachOut,Beginner,https://www.coursera.org/learn/foundations-of-diversity-and-inclusion-at-work-teachout
Introduction to FPGA Design for Embedded Systems,Intermediate,https://www.coursera.org/learn/intro-fpga-design-embedded-systems
Basic Cryptography and Programming with Crypto API,Advanced,https://www.coursera.org/learn/basic-cryptography-and-crypto-api
"History of Rock, Part One",Intermediate,https://www.coursera.org/learn/history-of-rock
COVID-19 Contact Tracing,Intermediate,https://www.coursera.org/learn/covid-19-contact-tracing
User Research and Design,Advanced,https://www.coursera.org/learn/design-research
Perfect Tenses and Modals,Beginner,https://www.coursera.org/learn/perfect-tenses-modals
Firm Level Economics: Consumer and Producer Behavior,Advanced,https://www.coursera.org/learn/firm-level-economics
K-12 Blended & Online Learning,Beginner,https://www.coursera.org/learn/k-12-online-education
Kinematics: Describing the Motions of Spacecraft,Advanced,https://www.coursera.org/learn/spacecraft-dynamics-kinematics
Foundations of Teaching for Learning: Introduction to Student Assessment,Intermediate,https://www.coursera.org/learn/learning-assessment
Toledo: Deciphering Secrets of Medieval Spain,Advanced,https://www.coursera.org/learn/toledo-deciphering-secrets-medieval-spain
Requirements Writing,Intermediate,https://www.coursera.org/learn/requirements-writing
Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,Advanced,https://www.coursera.org/learn/managerial-accounting-business-decisions
Responsive Website Development and Design Capstone,Advanced,https://www.coursera.org/learn/responsive-web-design-capstone
Regression Models,Beginner,https://www.coursera.org/learn/regression-models
Regression Models,Beginner,https://www.coursera.org/learn/regression-models
Global Environmental Management,Intermediate,https://www.coursera.org/learn/global-environmental-management
"Server-side Development with NodeJS, Express and MongoDB",Advanced,https://www.coursera.org/learn/server-side-nodejs
"Server-side Development with NodeJS, Express and MongoDB",Advanced,https://www.coursera.org/learn/server-side-nodejs
Health Care Delivery in Healthcare Organizations,Beginner,https://www.coursera.org/learn/healthcare-delivery-in-healthcare-organizations
Essential Google Cloud Infrastructure: Foundation,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-foundation
Essential Google Cloud Infrastructure: Foundation,Intermediate,https://www.coursera.org/learn/gcp-infrastructure-foundation
Healthcare Entrepreneurship: Taking Ideas to Market,Advanced,https://www.coursera.org/learn/ghi-healthcare-entrepreneurship-taking-ideas-to-market
Building a Hiring Plan by Analyzing Past Data in Sheets,Beginner,https://www.coursera.org/learn/building-a-hiring-plan-with-people-analysis
Perform Feature Analysis with Yellowbrick,Beginner,https://www.coursera.org/learn/feature-analysis-yellowbrick
Usable Security,Beginner,https://www.coursera.org/learn/usable-security
Chinese Politics Part 2 � China and the World,Not Calibrated,https://www.coursera.org/learn/chinese-politics-2
Federal Taxation II: Property Transactions of Business Owners and Shareholders,Advanced,https://www.coursera.org/learn/federal-taxation-business
Teaching and Assessing Clinical Skills,Not Calibrated,https://www.coursera.org/learn/clinical-skills
Introduction to the Biology of Cancer,Intermediate,https://www.coursera.org/learn/cancer
Hypothesis Testing in Public Health,Intermediate,https://www.coursera.org/learn/hypothesis-testing-public-health
Creativity Toolkit II: Creative Collaboration,Advanced,https://www.coursera.org/learn/creativity-toolkit-2
Palo Alto Networks Cybersecurity Gateway I,Beginner,https://www.coursera.org/learn/cybersecurity-gateway-1
Jacobi modular forms: 30 ans apr�s,Advanced,https://www.coursera.org/learn/modular-forms-jacobi
Newborn Capstone,Beginner,https://www.coursera.org/learn/newborn-capstone
Strategy Formulation,Beginner,https://www.coursera.org/learn/strategy-formulation
Plant Bioinformatics Capstone,Intermediate,https://www.coursera.org/learn/plant-bioinformatics-capstone
An Introduction to Consumer Neuroscience & Neuromarketing,Beginner,https://www.coursera.org/learn/neuromarketing
Web Application Development: Basic Concepts,Advanced,https://www.coursera.org/learn/web-app
Exploratory Data Analysis with MATLAB,Beginner,https://www.coursera.org/learn/exploratory-data-analysis-matlab
Network Data Science with NetworkX and Python,Beginner,https://www.coursera.org/learn/networkx
Problem-Solving Skills for University Success,Beginner,https://www.coursera.org/learn/problem-solving-skills
Cybersecurity Capstone Project,Advanced,https://www.coursera.org/learn/cyber-security-capstone
Creating Cutscenes in Unity,Advanced,https://www.coursera.org/learn/creating-cutscenes-unity
Giving Sense to Your Leadership Experience,Intermediate,https://www.coursera.org/learn/leading-sense
Deep Learning for Business,Beginner,https://www.coursera.org/learn/deep-learning-business
Planet Earth...and You!,Intermediate,https://www.coursera.org/learn/planet-earth
Style Tables with CSS,Beginner,https://www.coursera.org/learn/style-html-tables-css
"Coding for Designers, Managers, & Entrepreneurs I",Beginner,https://www.coursera.org/learn/uva-coding-for-design-managers-1
Mastering Statics,Intermediate,https://www.coursera.org/learn/mastering-statics
Google Cloud Platform Big Data and Machine Learning Fundamentals,Intermediate,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
Google Cloud Platform Big Data and Machine Learning Fundamentals,Intermediate,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals
Application Systems Programming,Advanced,https://www.coursera.org/learn/application-systems-programming
Hybrid Cloud Infrastructure Foundations with Anthos,Intermediate,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos
Exploiting and Securing Vulnerabilities in Java Applications,Beginner,https://www.coursera.org/learn/exploiting-securing-vulnerabilities-java-applications
Advanced Neurobiology II,Intermediate,https://www.coursera.org/learn/Advancedneurobiologyii
"HI-FIVE: Health Informatics For Innovation, Value & Enrichment (Social/Peer Perspective)",Beginner,https://www.coursera.org/learn/hi-five-social-peer
Foundational Skills for Communicating About Health,Intermediate,https://www.coursera.org/learn/foundational-skills-communicating-health
Quantum Mechanics,Beginner,https://www.coursera.org/learn/quantum-mechanics
Introduction to Cataract Surgery,Intermediate,https://www.coursera.org/learn/cataract-surgery
Computational Social Science Capstone Project,Beginner,https://www.coursera.org/learn/css-capstone
Increasing Real Estate Management Profits: Harnessing Data Analytics,Advanced,https://www.coursera.org/learn/analytics-capstone
Building Recommendation System Using MXNET on AWS Sagemaker,Intermediate,https://www.coursera.org/learn/building-recommendation-system-using-mxnet-aws-sagemaker
SRS Documents: Requirements and Diagrammatic Notations,Advanced,https://www.coursera.org/learn/srs-documents-requirements
Finance For Everyone: Value,Intermediate,https://www.coursera.org/learn/finance-value
Internet of Things Capstone: Build a Mobile Surveillance System,Advanced,https://www.coursera.org/learn/internet-of-things-capstone
Create a Simple Project Timeline in Google Sheets,Beginner,https://www.coursera.org/learn/create-a-simple-project-timeline
Framework for Data Collection and Analysis,Beginner,https://www.coursera.org/learn/data-collection-framework
Physics 101 - Energy and Momentum,Advanced,https://www.coursera.org/learn/physics-101-energy-momentum
Introduction to Basic Vibrations,Beginner,https://www.coursera.org/learn/introduction-basic-vibrations
Equivalent Circuit Cell Model Simulation,Advanced,https://www.coursera.org/learn/equivalent-circuit-cell-model-simulation
Azure Infrastructure Fundamentals,Advanced,https://www.coursera.org/learn/azure-infrastructure
Vowels of American English Pronunciation,Beginner,https://www.coursera.org/learn/american-english-pronunciation-vowel-sounds
Introduction to Finance: The Role of Financial Markets,Advanced,https://www.coursera.org/learn/introduction-to-finance-the-role-of-financial-markets
Serving Tensorflow Models with a REST API,Beginner,https://www.coursera.org/learn/serving-tensorflow-models-with-rest-api
Battery State-of-Health (SOH) Estimation,Advanced,https://www.coursera.org/learn/battery-state-of-health
"Cameras, Exposure, and Photography",Beginner,https://www.coursera.org/learn/exposure-photography
Diabetes - a Global Challenge,Intermediate,https://www.coursera.org/learn/diabetes
Curanderismo: Traditional Healing of the Body,Intermediate,https://www.coursera.org/learn/curanderismo-traditional-healing-body
The Challenges of Global Health,Beginner,https://www.coursera.org/learn/global-health
Understanding User Needs,Beginner,https://www.coursera.org/learn/understanding-user-needs
iOS App Development Basics,Intermediate,https://www.coursera.org/learn/ios-app-development-basics
Big Data Analysis with Scala and Spark,Beginner,https://www.coursera.org/learn/scala-spark-big-data
Intermediate Grammar Project,Advanced,https://www.coursera.org/learn/intermediate-grammar-capstone
Corporate Strategy,Intermediate,https://www.coursera.org/learn/corporatestrategy
Systems Thinking In Public Health,Intermediate,https://www.coursera.org/learn/systems-thinking
On Being a Scientist,Advanced,https://www.coursera.org/learn/scientist
Build an App in Android Studio using Activities,Beginner,https://www.coursera.org/learn/build-an-app-in-android-studio-using-activities
Aboriginal Worldviews and Education,Beginner,https://www.coursera.org/learn/aboriginal-education
TensorFlow Serving with Docker for Model Deployment,Advanced,https://www.coursera.org/learn/tensorflow-serving-docker-model-deployment
Introduction to Statistics & Data Analysis in Public Health,Advanced,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health
Portfolio Selection and Risk Management,Intermediate,https://www.coursera.org/learn/portfolio-selection-risk-management
Fighting COVID-19 with Epidemiology: A Johns Hopkins Teach-Out,Beginner,https://www.coursera.org/learn/covid19-epidemiology
Relational Database Support for Data Warehouses,Advanced,https://www.coursera.org/learn/dwrelational
Business English: Finance and Economics,Advanced,https://www.coursera.org/learn/finance-economics-english
"Health, Housing, and Educational Services",Intermediate,https://www.coursera.org/learn/health-housing-educational-services
Create Python Linux Script to Generate a Disk Usage Report,Beginner,https://www.coursera.org/learn/python-linux-script-disk-usage-report
Introduction to Enumerative Combinatorics,Intermediate,https://www.coursera.org/learn/enumerative-combinatorics
Russian for beginners 3. ??????? ????: A1,Beginner,https://www.coursera.org/learn/russian-a1-part3
Create Training Videos with Powtoon,Beginner,https://www.coursera.org/learn/create-training-videos-powtoon
What�s Your Big Idea?,Advanced,https://www.coursera.org/learn/big-ideas
